"city","county","state",fips
"nekoma","cavalier","ND",38019
"nekoosa","wood","WI",55141
"neligh","antelope","NE",31003
"nellis","boone","WV",54005
"nellis afb","clark","NV",32003
"nelliston","montgomery","NY",36057
"nellysford","nelson","VA",51125
"nelson","butte","CA",6007
"nelson","pickens","GA",13057
"nelson","douglas","MN",27041
"nelson","saline","MO",29195
"nelson","nuckolls","NE",31129
"nelson","cheshire","NH",33005
"nelson","tioga","PA",42117
"nelson","mecklenburg","VA",51117
"nelson","buffalo","WI",55011
"nelsonia","accomack","VA",51001
"nelsonville","athens","OH",39009
"nelsonville","portage","WI",55097
"nemacolin","greene","PA",42059
"nemaha","sac","IA",19161
"nemaha","nemaha","NE",31127
"nemo","lawrence","SD",46081
"nemo","somervell","TX",48425
"nemours","mercer","WV",54055
"nenana","yukon-koyukuk census area","AK",2290
"nenzel","cherry","NE",31031
"neodesha","wilson","KS",20205
"neoga","cumberland","IL",17035
"neola","pottawattamie","IA",19155
"neola","duchesne","UT",49013
"neon","letcher","KY",21119
"neopit","menominee","WI",55078
"neosho","newton","MO",29145
"neosho","dodge","WI",55027
"neosho falls","woodson","KS",20207
"neosho rapids","lyon","KS",20111
"neotsu","lincoln","OR",41041
"nephi","juab","UT",49023
"neponset","bureau","IL",17011
"neptune","monmouth","NJ",34025
"neptune beach","duval","FL",NULL
"nerinx","marion","KY",21155
"nerstrand","rice","MN",27131
"nesbit","desoto","MS",28033
"nesconset","suffolk","NY",36103
"nescopeck","luzerne","PA",42079
"neshanic station","somerset","NJ",34035
"neshkoro","marquette","WI",55077
"neskowin","tillamook","OR",41057
"nesmith","williamsburg","SC",45089
"nespelem","okanogan","WA",53047
"nesquehoning","carbon","PA",42025
"ness city","ness","KS",20135
"netarts","tillamook","OR",41057
"netawaka","jackson","KS",20085
"netcong","morris","NJ",34027
"nett lake","koochiching","MN",27137
"nettie","nicholas","WV",54067
"nettleton","monroe","MS",28057
"nevada","story","IA",19169
"nevada","vernon","MO",29217
"nevada","wyandot","OH",39175
"nevada","collin","TX",NULL
"nevada city","nevada","CA",6057
"neversink","sullivan","NY",36105
"neville","clermont","OH",39025
"nevis","hubbard","MN",27057
"nevisdale","whitley","KY",21235
"new albany","floyd","IN",18043
"new albany","elk","KS",20205
"new albany","union","MS",28145
"new albany","franklin","OH",39049
"new albany","bradford","PA",42015
"new albin","allamakee","IA",19005
"new alexandria","westmoreland","PA",42129
"new almaden","santa clara","CA",6085
"new athens","st. clair","IL",17163
"new athens","harrison","OH",39067
"new auburn","sibley","MN",27143
"new auburn","chippewa","WI",55017
"new augusta","perry","MS",28111
"new baden","clinton","IL",17027
"new baden","robertson","TX",48395
"new baltimore","macomb","MI",26125
"new baltimore","greene","NY",36039
"new baltimore","somerset","PA",42111
"new bavaria","henry","OH",39069
"new bedford","bureau","IL",17011
"new bedford","bristol","MA",25005
"new bedford","lawrence","PA",42073
"new berlin","sangamon","IL",17167
"new berlin","chenango","NY",36017
"new berlin","union","PA",42119
"new berlin","waukesha","WI",55133
"new berlinville","berks","PA",42011
"new bern","craven","NC",37049
"new bethlehem","clarion","PA",42031
"new blaine","logan","AR",5083
"new bloomfield","callaway","MO",29027
"new bloomfield","perry","PA",42099
"new bloomington","marion","OH",39101
"new boston","mercer","IL",17131
"new boston","wayne","MI",26163
"new boston","linn","MO",29115
"new boston","hillsborough","NH",33011
"new boston","bowie","TX",48037
"new braintree","worcester","MA",25027
"new braunfels","comal","TX",48187
"new bremen","auglaize","OH",39011
"new brighton","beaver","PA",42007
"new britain","hartford","CT",9003
"new brockton","coffee","AL",1031
"new brunswick","middlesex","NJ",34023
"new buffalo","berrien","MI",26021
"new buffalo","perry","PA",42099
"new burnside","johnson","IL",17087
"new cambria","saline","KS",20169
"new cambria","macon","MO",29121
"new canaan","fairfield","CT",9001
"new caney","montgomery","TX",48339
"new canton","pike","IL",17149
"new canton","buckingham","VA",51029
"new carlisle","st. joseph","IN",18141
"new carlisle","clark","OH",39023
"new castle","jefferson","AL",1073
"new castle","garfield","CO",8045
"new castle","new castle","DE",10003
"new castle","henry","IN",18065
"new castle","henry","KY",21103
"new castle","rockingham","NH",33015
"new castle","lawrence","PA",42073
"new castle","craig","VA",51045
"new century","johnson","KS",20091
"new church","accomack","VA",51001
"new city","rockland","NY",36087
"new columbia","union","PA",42119
"new concord","calloway","KY",21035
"new concord","muskingum","OH",39119
"new creek","mineral","WV",54057
"new cumberland","cumberland","PA",42041
"new cumberland","hancock","WV",54029
"new cuyama","santa barbara","CA",6083
"new deal","lubbock","TX",48303
"new derry","westmoreland","PA",42129
"new douglas","madison","IL",17119
"new durham","strafford","NH",33017
"new eagle","washington","PA",42125
"new edinburg","cleveland","AR",5025
"new effington","roberts","SD",46109
"new egypt","ocean","NJ",34029
"new ellenton","aiken","SC",45003
"new england","hettinger","ND",38041
"new enterprise","bedford","PA",42009
"new era","oceana","MI",26127
"new fairfield","fairfield","CT",9001
"new florence","montgomery","MO",29139
"new florence","westmoreland","PA",42129
"new franken","brown","WI",55009
"new franklin","howard","MO",29089
"new freedom","york","PA",42133
"new freeport","greene","PA",42059
"new galilee","lawrence","PA",42007
"new geneva","fayette","PA",42051
"new germantown","perry","PA",42099
"new germany","carver","MN",27019
"new glarus","green","WI",55045
"new gloucester","cumberland","ME",23005
"new goshen","vigo","IN",18167
"new gretna","burlington","NJ",34005
"new hampshire","auglaize","OH",39011
"new hampton","chickasaw","IA",19037
"new hampton","harrison","MO",29081
"new hampton","belknap","NH",33001
"new hampton","orange","NY",36071
"new harbor","lincoln","ME",23015
"new harmony","posey","IN",18129
"new harmony","washington","UT",49053
"new hartford","litchfield","CT",9005
"new hartford","butler","IA",19023
"new hartford","oneida","NY",36065
"new haven","new haven","CT",9009
"new haven","gallatin","IL",17059
"new haven","allen","IN",18003
"new haven","nelson","KY",21179
"new haven","macomb","MI",26125
"new haven","franklin","MO",29071
"new haven","oswego","NY",36075
"new haven","huron","OH",39077
"new haven","addison","VT",50001
"new haven","mason","WV",54053
"new hill","chatham","NC",37183
"new holland","logan","IL",17107
"new holland","pickaway","OH",39129
"new holland","lancaster","PA",42071
"new holland","douglas","SD",46043
"new holstein","calumet","WI",55039
"new home","lynn","TX",48305
"new hope","madison","AL",1089
"new hope","nelson","KY",21179
"new hope","bucks","PA",42017
"new hope","augusta","VA",51015
"new hudson","oakland","MI",26125
"new hyde park","nassau","NY",36059
"new iberia","iberia parish","LA",22045
"new ipswich","hillsborough","NH",33011
"new johnsonville","humphreys","TN",47085
"new kensington","westmoreland","PA",42129
"new kent","new kent","VA",51127
"new kingston","delaware","NY",36025
"new kingstown","cumberland","PA",42041
"new knoxville","auglaize","OH",39011
"new laguna","cibola","NM",35006
"new lebanon","columbia","NY",36021
"new lebanon","montgomery","OH",39113
"new leipzig","grant","ND",38037
"new lenox","will","IL",17197
"new lexington","perry","OH",39127
"new liberty","scott","IA",19163
"new liberty","owen","KY",21187
"new limerick","aroostook","ME",23003
"new lisbon","henry","IN",18065
"new lisbon","burlington","NJ",34005
"new lisbon","otsego","NY",36077
"new lisbon","juneau","WI",55057
"new llano","vernon parish","LA",22115
"new london","new london","CT",9011
"new london","henry","IA",19087
"new london","kandiyohi","MN",27067
"new london","ralls","MO",29173
"new london","stanly","NC",37167
"new london","merrimack","NH",33013
"new london","huron","OH",39077
"new london","chester","PA",42029
"new london","rusk","TX",48401
"new london","waupaca","WI",55135
"new lothrop","shiawassee","MI",26145
"new madison","darke","OH",39037
"new madrid","new madrid","MO",29143
"new manchester","hancock","WV",54029
"new market","madison","AL",1089
"new market","taylor","IA",19173
"new market","montgomery","IN",18107
"new market","frederick","MD",24021
"new market","jefferson","TN",47089
"new market","shenandoah","VA",51171
"new marshfield","athens","OH",39009
"new martinsville","wetzel","WV",54103
"new matamoras","washington","OH",39167
"new meadows","adams","ID",16003
"new melle","st. charles","MO",29183
"new memphis","clinton","IL",17027
"new middletown","harrison","IN",18061
"new middletown","mahoning","OH",39099
"new midway","frederick","MD",24021
"new milford","litchfield","CT",9005
"new milford","bergen","NJ",34003
"new milford","orange","NY",36071
"new milford","susquehanna","PA",42115
"new millport","clearfield","PA",42033
"new milton","doddridge","WV",54017
"new munich","stearns","MN",27145
"new munster","kenosha","WI",55059
"new orleans","orleans parish","LA",22105
"new oxford","adams","PA",42001
"new palestine","hancock","IN",18059
"new paltz","ulster","NY",36111
"new paris","elkhart","IN",18039
"new paris","preble","OH",39135
"new paris","bedford","PA",42009
"new park","york","PA",42133
"new philadelphia","tuscarawas","OH",39157
"new philadelphia","schuylkill","PA",42107
"new pine creek","modoc","OR",41049
"new plymouth","payette","ID",16075
"new plymouth","vinton","OH",39163
"new point","decatur","IN",18031
"new point","mathews","VA",51115
"new port richey","pasco","FL",12101
"new portland","somerset","ME",23025
"new prague","scott","MN",27079
"new preston marble dale","litchfield","CT",9005
"new providence","hardin","IA",19083
"new providence","union","NJ",34039
"new providence","lancaster","PA",42071
"new raymer","weld","CO",8123
"new richland","waseca","MN",27161
"new richmond","montgomery","IN",18107
"new richmond","clermont","OH",39025
"new richmond","st. croix","WI",55109
"new richmond","wyoming","WV",54109
"new riegel","seneca","OH",39147
"new ringgold","schuylkill","PA",42107
"new river","maricopa","AZ",NULL
"new river","pulaski","VA",51155
"new roads","pointe coupee parish","LA",22077
"new rochelle","westchester","NY",36119
"new rockford","eddy","ND",38027
"new ross","montgomery","IN",18107
"new rumley","harrison","OH",39067
"new russia","essex","NY",36031
"new salem","pike","IL",17149
"new salem","franklin","MA",25011
"new salem","morton","ND",38059
"new salem","fayette","PA",42051
"new salisbury","harrison","IN",18061
"new sarpy","st. charles parish","LA",22089
"new sharon","mahaska","IA",19123
"new sharon","franklin","ME",23007
"new site","prentiss","MS",28117
"new smyrna beach","volusia","FL",NULL
"new springfield","mahoning","OH",39099
"new stanton","westmoreland","PA",42129
"new straitsville","perry","OH",39127
"new stuyahok","dillingham census area","AK",2070
"new suffolk","suffolk","NY",36103
"new summerfield","cherokee","TX",48073
"new sweden","aroostook","ME",23003
"new tazewell","claiborne","TN",47025
"new town","middlesex","MA",NULL
"new town","mountrail","ND",38061
"new trenton","franklin","IN",18047
"new tripoli","lehigh","PA",42077
"new troy","berrien","MI",26021
"new ulm","brown","MN",27015
"new ulm","austin","TX",48015
"new underwood","pennington","SD",46103
"new vernon","morris","NJ",34027
"new vienna","dubuque","IA",19061
"new vienna","clinton","OH",39027
"new vineyard","franklin","ME",23007
"new virginia","warren","IA",19181
"new washington","clark","IN",18019
"new washington","crawford","OH",39033
"new waterford","columbiana","OH",39029
"new waverly","cass","IN",18017
"new waverly","walker","TX",48471
"new weston","darke","OH",39037
"new wilmington","lawrence","PA",42073
"new windsor","mercer","IL",17131
"new windsor","carroll","MD",24013
"new windsor","orange","NY",NULL
"new woodstock","madison","NY",36053
"new york","new york","NY",36061
"new york mills","otter tail","MN",27111
"new york mills","oneida","NY",36065
"new zion","clarendon","SC",45027
"newalla","cleveland","OK",40109
"newark","independence","AR",5063
"newark","alameda","CA",6001
"newark","new castle","DE",10003
"newark","kendall","IL",17093
"newark","worcester","MD",24047
"newark","knox","MO",29103
"newark","essex","NJ",34013
"newark","wayne","NY",36117
"newark","licking","OH",39089
"newark","wise","TX",48497
"newark valley","tioga","NY",36107
"newaygo","newaygo","MI",26123
"newberg","yamhill","OR",41071
"newbern","hale","AL",1065
"newbern","dyer","TN",47045
"newbern","pulaski","VA",51155
"newberry","alachua","FL",12001
"newberry","greene","IN",18055
"newberry","luce","MI",26095
"newberry","newberry","SC",45071
"newberry springs","san bernardino","CA",6071
"newborn","jasper","GA",NULL
"newburg","charles","MD",24017
"newburg","phelps","MO",29161
"newburg","bottineau","ND",38009
"newburg","cumberland","PA",42041
"newburg","washington","WI",55131
"newburg","preston","WV",54077
"newburgh","warrick","IN",18173
"newburgh","orange","NY",36071
"newbury","essex","MA",25009
"newbury","merrimack","NH",33013
"newbury","geauga","OH",39055
"newbury","orange","VT",50017
"newbury park","ventura","CA",6111
"newburyport","essex","MA",25009
"newcastle","placer","CA",6061
"newcastle","lincoln","ME",23015
"newcastle","dixon","NE",31051
"newcastle","mcclain","OK",40087
"newcastle","young","TX",48503
"newcastle","iron","UT",49021
"newcastle","weston","WY",56045
"newcomb","talbot","MD",24041
"newcomb","san juan","NM",NULL
"newcomb","essex","NY",36031
"newcomb","campbell","TN",47013
"newcomerstown","tuscarawas","OH",39157
"newdale","fremont","ID",16065
"newell","buena vista","IA",19021
"newell","mecklenburg","NC",37119
"newell","fayette","PA",42051
"newell","butte","SD",46019
"newell","hancock","WV",54029
"newellton","tensas parish","LA",22107
"newfane","niagara","NY",36063
"newfane","windham","VT",50025
"newfield","york","ME",23031
"newfield","gloucester","NJ",34015
"newfield","tompkins","NY",36109
"newfields","rockingham","NH",33015
"newfolden","marshall","MN",27089
"newfoundland","passaic","NJ",34031
"newfoundland","wayne","PA",42127
"newhall","los angeles","CA",6037
"newhall","benton","IA",19011
"newhall","mcdowell","WV",54047
"newhebron","lawrence","MS",28077
"newhope","pike","AR",5109
"newington","hartford","CT",9003
"newington","screven","GA",13103
"newington","rockingham","NH",33015
"newington","fairfax","VA",51059
"newkirk","guadalupe","NM",35019
"newkirk","kay","OK",40071
"newland","avery","NC",37011
"newman","stanislaus","CA",6099
"newman","douglas","IL",17041
"newman grove","madison","NE",31119
"newman lake","spokane","WA",53063
"newmanstown","lebanon","PA",42075
"newmarket","rockingham","NH",33015
"newnan","coweta","GA",13077
"newport","jackson","AR",5067
"newport","vermillion","IN",18165
"newport","campbell","KY",21037
"newport","penobscot","ME",23019
"newport","monroe","MI",26115
"newport","washington","MN",27163
"newport","carteret","NC",37031
"newport","rock","NE",31103
"newport","sullivan","NH",33019
"newport","cumberland","NJ",34011
"newport","herkimer","NY",36043
"newport","washington","OH",39167
"newport","lincoln","OR",41041
"newport","perry","PA",42099
"newport","newport","RI",44005
"newport","cocke","TN",47029
"newport","giles","VA",51071
"newport","orleans","VT",50019
"newport","pend oreille","WA",53051
"newport beach","orange","CA",6059
"newport center","orleans","VT",50019
"newport coast","orange","CA",NULL
"newport news","newport news city","VA",51700
"newry","oxford","ME",23017
"newry","blair","PA",42013
"newry","oconee","SC",45073
"newsoms","southampton","VA",51175
"newton","houston","AL",1045
"newton","baker","GA",NULL
"newton","jasper","IA",19099
"newton","jasper","IL",17079
"newton","harvey","KS",20079
"newton","middlesex","MA",NULL
"newton","newton","MS",28101
"newton","catawba","NC",37035
"newton","rockingham","NH",33015
"newton","sussex","NJ",34037
"newton","newton","TX",48351
"newton","cache","UT",49005
"newton","manitowoc","WI",55071
"newton","roane","WV",54087
"newton center","middlesex","MA",NULL
"newton falls","st. lawrence","NY",36089
"newton falls","trumbull","OH",39155
"newton grove","sampson","NC",37163
"newton hamilton","mifflin","PA",42087
"newton highlands","middlesex","MA",NULL
"newton junction","rockingham","NH",33015
"newton lower falls","middlesex","MA",NULL
"newton upper falls","middlesex","MA",NULL
"newtonia","newton","MO",29145
"newtonsville","clermont","OH",39025
"newtonville","middlesex","MA",NULL
"newtonville","atlantic","NJ",34001
"newtonville","albany","NY",36001
"newtown","fairfield","CT",9001
"newtown","fountain","IN",18045
"newtown","sullivan","MO",29211
"newtown","bucks","PA",42017
"newtown","king and queen","VA",51097
"newtown","mingo","WV",54059
"newtown square","delaware","PA",42045
"newville","henry","AL",1067
"newville","cumberland","PA",42041
"ney","defiance","OH",39039
"nezperce","lewis","ID",16061
"niagara","grand forks","ND",38035
"niagara","marinette","WI",55075
"niagara falls","niagara","NY",36063
"niagara university","niagara","NY",36063
"niangua","webster","MO",29225
"niantic","new london","CT",9011
"niantic","macon","IL",17115
"nicasio","marin","CA",6041
"nice","lake","CA",6033
"niceville","okaloosa","FL",12091
"nicholasville","jessamine","KY",21113
"nicholls","coffee","GA",13299
"nichols","polk","FL",12105
"nichols","muscatine","IA",19139
"nichols","tioga","NY",36107
"nichols","horry","SC",45067
"nichols","outagamie","WI",55087
"nicholson","jackson","GA",13157
"nicholson","pearl river","MS",28109
"nicholson","wyoming","PA",42131
"nicholville","st. lawrence","NY",36089
"nickelsville","scott","VA",51169
"nickerson","reno","KS",20155
"nickerson","dodge","NE",31177
"nicktown","cambria","PA",42021
"nicolaus","sutter","CA",6101
"nicollet","nicollet","MN",27103
"nicoma park","oklahoma","OK",40109
"nielsville","polk","MN",27119
"nightmute","bethel census area","AK",NULL
"nikiski","kenai peninsula borough","AK",2122
"nikolai","yukon-koyukuk census area","AK",2290
"nikolski","aleutians west census area","AK",2010
"niland","imperial","CA",6025
"niles","cook","IL",NULL
"niles","berrien","MI",26021
"niles","trumbull","OH",39155
"nilwood","macoupin","IL",17117
"nimitz","summers","WV",54089
"nimrod","wadena","MN",NULL
"ninde","king george","VA",51099
"nine mile falls","stevens","WA",53063
"ninety six","greenwood","SC",45047
"nineveh","johnson","IN",18081
"nineveh","broome","NY",36007
"nineveh","greene","PA",42059
"ninilchik","kenai peninsula borough","AK",2122
"ninnekah","grady","OK",40051
"ninole","hawaii","HI",15001
"niobe","chautauqua","NY",36013
"niobrara","knox","NE",31107
"niota","hancock","IL",17067
"niota","mcminn","TN",47107
"niotaze","chautauqua","KS",20019
"nipomo","san luis obispo","CA",6079
"nipton","san bernardino","CA",6071
"nisland","butte","SD",46019
"nisswa","crow wing","MN",27035
"nisula","houghton","MI",26061
"nitro","kanawha","WV",54039
"niverville","columbia","NY",36021
"niwot","boulder","CO",8013
"nixa","christian","MO",29043
"nixon","washoe","NV",32031
"nixon","gonzales","TX",48177
"noatak","northwest arctic borough","AK",2140
"noble","richland","IL",17159
"noble","sabine parish","LA",22085
"noble","ozark","MO",29153
"noble","cleveland","OK",40027
"nobleboro","lincoln","ME",23015
"noblesville","hamilton","IN",18057
"nobleton","hernando","FL",12053
"nocatee","desoto","FL",NULL
"nocona","montague","TX",48337
"nodaway","adams","IA",19003
"noel","mcdonald","MO",29119
"nogal","lincoln","NM",35027
"nogales","santa cruz","AZ",4023
"nokesville","prince william","VA",NULL
"nokomis","sarasota","FL",12115
"nokomis","montgomery","IL",17135
"nolan","nolan","TX",48353
"nolanville","bell","TX",48027
"nolensville","williamson","TN",47187
"noma","holmes","FL",12059
"nome","nome census area","AK",2180
"nome","barnes","ND",38003
"nome","jefferson","TX",48245
"nonantum","middlesex","MA",NULL
"nondalton","lake and peninsula borough","AK",2070
"nooksack","whatcom","WA",53073
"noonan","divide","ND",38023
"noorvik","northwest arctic borough","AK",2140
"nora","jo daviess","IL",17085
"nora","dickenson","VA",51051
"nora springs","floyd","IA",19067
"norborne","carroll","MO",29033
"norcatur","decatur","KS",20039
"norco","riverside","CA",NULL
"norco","st. charles parish","LA",22089
"norcross","gwinnett","GA",13135
"norcross","grant","MN",27051
"norden","placer","CA",6057
"nordheim","dewitt","TX",48123
"nordland","jefferson","WA",53031
"nordman","bonner","ID",16017
"norene","wilson","TN",47189
"norfolk","litchfield","CT",9005
"norfolk","norfolk","MA",25021
"norfolk","madison","NE",31119
"norfolk","st. lawrence","NY",36089
"norfolk","virginia beach city","VA",51710
"norfork","baxter","AR",5005
"norge","james city","VA",51095
"norlina","warren","NC",37185
"norma","salem","NJ",34033
"normal","madison","AL",1089
"normal","mclean","IL",17113
"normalville","fayette","PA",42051
"norman","montgomery","AR",5097
"norman","jackson","IN",18071
"norman","richmond","NC",37153
"norman","cleveland","OK",40027
"norman park","colquitt","GA",13071
"normandy","coffee","TN",47003
"normandy beach","ocean","NJ",34029
"normangee","leon","TX",48313
"normanna","bee","TX",48025
"normantown","gilmer","WV",54021
"norphlet","union","AR",5139
"norridgewock","somerset","ME",23025
"norris","fulton","IL",17057
"norris","madison","MT",30057
"norris","pickens","SC",45077
"norris","mellette","SD",46095
"norris","anderson","TN",47001
"norris city","white","IL",17193
"norristown","emanuel","GA",13107
"norristown","montgomery","PA",42091
"north","orangeburg","SC",45075
"north","mathews","VA",51115
"north adams","berkshire","MA",25003
"north adams","hillsdale","MI",26059
"north amherst","hampshire","MA",25015
"north andover","essex","MA",25009
"north anson","somerset","ME",23025
"north apollo","armstrong","PA",42005
"north arlington","bergen","NJ",NULL
"north attleboro","bristol","MA",25005
"north augusta","edgefield","SC",45003
"north aurora","kane","IL",17089
"north babylon","suffolk","NY",36103
"north baltimore","wood","OH",39173
"north bangor","franklin","NY",36033
"north bay","oneida","NY",36065
"north beach","calvert","MD",24009
"north bend","dodge","NE",31053
"north bend","hamilton","OH",39061
"north bend","coos","OR",41011
"north bend","clinton","PA",42035
"north bend","king","WA",53033
"north bennington","bennington","VT",50003
"north benton","mahoning","OH",39099
"north bergen","hudson","NJ",34017
"north berwick","york","ME",23031
"north billerica","middlesex","MA",25017
"north blenheim","schoharie","NY",36095
"north bloomfield","trumbull","OH",39155
"north bonneville","skamania","WA",53059
"north boston","erie","NY",36029
"north branch","lapeer","MI",26087
"north branch","chisago","MN",27025
"north branch","sullivan","NY",36105
"north branford","new haven","CT",9009
"north bridgton","cumberland","ME",23005
"north brookfield","worcester","MA",25027
"north brookfield","madison","NY",36053
"north brunswick","middlesex","NJ",34023
"north buena vista","clayton","IA",19043
"north canton","litchfield","CT",9003
"north canton","stark","OH",39151
"north carrollton","carroll","MS",28015
"north carver","plymouth","MA",25023
"north charleston","dorchester","SC",45035
"north chatham","barnstable","MA",25001
"north chatham","columbia","NY",36021
"north chelmsford","middlesex","MA",25017
"north chicago","lake","IL",17097
"north chili","monroe","NY",36055
"north clarendon","rutland","VT",50021
"north collins","erie","NY",36029
"north concord","essex","VT",50009
"north conway","carroll","NH",33003
"north creek","warren","NY",36113
"north dartmouth","bristol","MA",25005
"north dighton","bristol","MA",25005
"north east","cecil","MD",24015
"north east","erie","PA",42049
"north eastham","barnstable","MA",25001
"north easton","bristol","MA",25005
"north egremont","berkshire","MA",25003
"north english","iowa","IA",19095
"north evans","erie","NY",36029
"north fairfield","huron","OH",39077
"north falmouth","barnstable","MA",25001
"north ferrisburgh","addison","VT",50001
"north fork","madera","CA",6039
"north fork","lemhi","ID",16059
"north fort myers","lee","FL",12071
"north franklin","new london","CT",9011
"north freedom","sauk","WI",55111
"north garden","albemarle","VA",51003
"north georgetown","columbiana","OH",39029
"north grafton","worcester","MA",25027
"north granby","hartford","CT",9003
"north granville","washington","NY",36115
"north greece","monroe","NY",36055
"north grosvenordale","windham","CT",9015
"north hampton","rockingham","NH",33015
"north hampton","clark","OH",39023
"north hartland","windsor","VT",50027
"north hatfield","hampshire","MA",25015
"north haven","new haven","CT",9009
"north haven","knox","ME",23013
"north haverhill","grafton","NH",33009
"north henderson","mercer","IL",17131
"north hero","grand isle","VT",50013
"north highlands","sacramento","CA",6067
"north hills","los angeles","CA",6037
"north hollywood","los angeles","CA",6037
"north hoosick","rensselaer","NY",36083
"north houston","harris","TX",NULL
"north hudson","essex","NY",36031
"north hyde park","lamoille","VT",50015
"north jackson","mahoning","OH",39099
"north java","wyoming","NY",36121
"north jay","franklin","ME",23007
"north judson","starke","IN",18149
"north kingstown","washington","RI",44009
"north kingsville","ashtabula","OH",39007
"north lake","waukesha","WI",55133
"north lakewood","snohomish","WA",53061
"north las vegas","clark","NV",32003
"north lawrence","st. lawrence","NY",36089
"north lawrence","stark","OH",39151
"north lewisburg","champaign","OH",39021
"north liberty","johnson","IA",19103
"north liberty","st. joseph","IN",18141
"north lima","mahoning","OH",39099
"north little rock","pulaski","AR",5119
"north loup","valley","NE",31175
"north manchester","wabash","IN",18169
"north marshfield","plymouth","MA",25023
"north matewan","mingo","WV",54059
"north metro","gwinnett","GA",13121
"north miami","ottawa","OK",40115
"north miami beach","miami-dade","FL",12025
"north middletown","bourbon","KY",21017
"north monmouth","kennebec","ME",23011
"north montpelier","washington","VT",50023
"north myrtle beach","horry","SC",45051
"north newton","harvey","KS",20079
"north norwich","chenango","NY",36017
"north olmsted","cuyahoga","OH",39035
"north oxford","worcester","MA",25027
"north palm beach","palm beach","FL",12099
"north palm springs","riverside","CA",6065
"north pembroke","plymouth","MA",25023
"north pitcher","chenango","NY",36017
"north plains","washington","OR",41067
"north platte","lincoln","NE",31111
"north pole","fairbanks north star borough","AK",2090
"north pomfret","windsor","VT",50027
"north port","sarasota","FL",12115
"north powder","union","OR",41061
"north pownal","bennington","VT",50003
"north prairie","waukesha","WI",55133
"north providence","providence","RI",44007
"north reading","middlesex","MA",25017
"north richland hills","tarrant","TX",48439
"north ridgeville","lorain","OH",39093
"north rim","coconino","AZ",NULL
"north river","warren","NY",36113
"north robinson","crawford","OH",39033
"north rose","wayne","NY",36117
"north royalton","cuyahoga","OH",39035
"north salem","hendricks","IN",18063
"north salem","rockingham","NH",33015
"north salem","westchester","NY",36119
"north salt lake","davis","UT",49011
"north san juan","nevada","CA",6057
"north sandwich","carroll","NH",33003
"north scituate","plymouth","MA",25023
"north scituate","providence","RI",44007
"north sioux city","union","SD",46127
"north smithfield","providence","RI",NULL
"north spring","wyoming","WV",54109
"north springfield","erie","PA",42049
"north springfield","windsor","VT",50027
"north star","gratiot","MI",26057
"north star","darke","OH",39037
"north stonington","new london","CT",9011
"north stratford","coos","NH",33007
"north street","st. clair","MI",26147
"north sutton","merrimack","NH",33013
"north tazewell","tazewell","VA",51185
"north thetford","orange","VT",50017
"north tonawanda","niagara","NY",36063
"north troy","orleans","VT",50019
"north truro","barnstable","MA",25001
"north turner","androscoggin","ME",23001
"north uxbridge","worcester","MA",25027
"north vassalboro","kennebec","ME",23011
"north vernon","jennings","IN",18079
"north versailles","allegheny","PA",42003
"north wales","montgomery","PA",42091
"north walpole","cheshire","NH",33005
"north waltham","middlesex","MA",NULL
"north washington","chickasaw","IA",19037
"north washington","butler","PA",42019
"north waterboro","york","ME",23031
"north waterford","oxford","ME",23017
"north webster","kosciusko","IN",18085
"north westchester","new london","CT",9011
"north weymouth","norfolk","MA",25021
"north wilkesboro","wilkes","NC",37193
"north windham","windham","CT",9015
"north woodstock","grafton","NH",33009
"north yarmouth","cumberland","ME",NULL
"north zulch","madison","TX",48313
"northampton","hampshire","MA",25015
"northampton","northampton","PA",42095
"northboro","page","IA",19145
"northborough","worcester","MA",25027
"northbridge","worcester","MA",25027
"northbrook","cook","IL",17050
"northeast harbor","hancock","ME",23009
"northern cambria","cambria","PA",42021
"northfield","litchfield","CT",9005
"northfield","franklin","MA",25011
"northfield","rice","MN",27131
"northfield","atlantic","NJ",34001
"northfield","summit","OH",39153
"northfield","washington","VT",50023
"northfield falls","washington","VT",50023
"northford","new haven","CT",9009
"northfork","mcdowell","WV",54047
"northome","koochiching","MN",27071
"northpoint","indiana","PA",42063
"northport","tuscaloosa","AL",1125
"northport","leelanau","MI",26089
"northport","suffolk","NY",36103
"northport","stevens","WA",53065
"northridge","los angeles","CA",6037
"northrop","martin","MN",27091
"northumberland","northumberland","PA",42097
"northvale","bergen","NJ",34003
"northville","wayne","MI",26081
"northville","fulton","NY",36035
"northville","spink","SD",46115
"northway","southeast fairbanks census area","AK",2240
"northwood","worth","IA",19195
"northwood","grand forks","ND",38035
"northwood","rockingham","NH",33015
"northwood","wood","OH",39095
"norton","norton","KS",20137
"norton","bristol","MA",25005
"norton","runnels","TX",48399
"norton","norton city","VA",51193
"norton","essex","VT",50009
"norton","randolph","WV",54083
"nortonville","jefferson","KS",20087
"nortonville","hopkins","KY",21107
"norvell","jackson","MI",26075
"norvelt","westmoreland","PA",42129
"norwalk","los angeles","CA",6037
"norwalk","fairfield","CT",9001
"norwalk","warren","IA",19181
"norwalk","huron","OH",39077
"norwalk","monroe","WI",55081
"norway","benton","IA",19011
"norway","republic","KS",20157
"norway","oxford","ME",23017
"norway","dickinson","MI",26043
"norway","orangeburg","SC",45075
"norwell","plymouth","MA",25023
"norwich","new london","CT",9011
